chunk_id,file,source_file,page,canonical_drug,monograph_name,section,previous_chunk_id,next_chunk_id,text,word_count
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,444,mupirocin,Mupirocin,warnings_precautions,2,1,"glycol is possible, especially in the presence of moderate or severe renal impairment. Other warnings/precautions: • Appropriate use: For external use only. Avoid contact with eyes; in case of accidental contact in or near eyes, rinse well with water. - Topical cream and ointment: Not for ophthalmic or nasal use or use on mucosal surfaces. May cover treated areas with gauze dressing. • Limitations of use: - Topical ointment: Should not be used with intravenous (IV) cannulae or at central IV sites because of the potential to promote fungal infections and antimicrobial resistance. Storage Topical cream, ointment: Store at or below 25°C. Do not freeze. Refer to manufacturer PIL if there are specific considerations",114
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,445,dexamethasone,Dexamethasone,dosage,3,2,"8. Neomycin, Polymyxin B, and Dexamethasone Generic Name Neomycin, Polymyxin B, and Dexamethasone Dosage form/strengths Ophthalmic Suspension: Dexamethasone 1 mg/ml; Neomycin Sulphate 3.5 mg/ml; Polymyxin B Sulphate 6000 I.U./ml Eye ointment: Dexamethasone 1 mg ; Neomycin Sulphate 5mg ; Polymyxin B Sulphate 6000 I.U. Route of administration ophthalmic Pharmacologic category Antibiotic/Corticosteroid, Ophthalmic ATC: A07AA51 Indications Inflammatory ocular conditions: Management of corticosteroid-responsive inflammatory ocular conditions where bacterial infection or a risk of bacterial infection exists Dosage Regimen Dosing: Adult Inflammatory ocular conditions: Ophthalmic: Suspension: Instill 1 to 2 drops into the conjunctival sac of the affected eye(s) 4 to 6 times daily. In severe disease, drops may be used hourly; frequency should decrease as signs and symptoms improve. Ointment: Place 1.25 cm in the conjunctival sac of the affected eye(s) 3 to 4 times daily Note: If signs and symptoms do not improve after 2 days of treatment, the patient should",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,445,dexamethasone,Dexamethasone,dosage,1,3,"cm in the conjunctival sac of the affected eye(s) 3 to 4 times daily Note: If signs and symptoms do not improve after 2 days of treatment, the patient should be reevaluated. Dosing: Pediatric Inflammatory ocular conditions: Ophthalmic: Suspension: Children ≥2 years and Adolescents: Instill 1 to 2 drops into the conjunctival sac of the affected eye(s) 4 to 6 times daily; in severe disease, drops may be used hourly and tapered to discontinuation Dosage adjustment Dosing: Renal Impairment: There are no dosage adjustments needed. Dosing: Hepatic Impairment: There are no dosage adjustments needed. Contraindications Hypersensitivity to neomycin, polymyxin B, dexamethasone, or any component of the formulation; viral disease of the cornea and conjunctiva (including epithelial herpes simplex keratitis [dendritic keratitis], vaccinia, varicella); mycobacterial ophthalmic infection; fungal diseases of ocular structures Canadian labeling: Additional contraindications (not in US labeling): Untreated parasitic ophthalmic infection Adverse Drug Reactions Frequency not defined: Hypersensitivity:",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,445,dexamethasone,Dexamethasone,contraindications,2,1,"keratitis], vaccinia, varicella); mycobacterial ophthalmic infection; fungal diseases of ocular structures Canadian labeling: Additional contraindications (not in US labeling): Untreated parasitic ophthalmic infection Adverse Drug Reactions Frequency not defined: Hypersensitivity: Hypersensitivity reaction Infection: Secondary infection Ophthalmic: Glaucoma, increased intraocular pressure, optic nerve damage (infrequent), subcapsular posterior cataract Miscellaneous: Wound healing impairment Monitoring Parameters Monitor intraocular pressure with use >10 days and in patients with glaucoma; reevaluate if signs and symptoms persist beyond 2 days. Drug Interactions CYP3A4 Inhibitors (Strong): May increase the serum concentration of Dexamethasone (Ophthalmic). Risk C: Monitor therapy Nonsteroidal Anti-Inflammatory Agents (Ophthalmic): May enhance the adverse/toxic effect of",101
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,446,dexamethasone,Dexamethasone,administration,3,2,"Corticosteroids (Ophthalmic). Healing of ophthalmic tissue during concomitant administration of ophthalmic products may be delayed. Risk C: Monitor therapy Pregnancy and Lactation Adverse events have been observed with topical corticosteroids in animal reproduction studies. If ophthalmic agents are needed during pregnancy, the minimum effective dose should be used in combination with punctal occlusion to decrease potential exposure to the fetus. Refer to individual agents. It is not known if systemic absorption following topical administration results in detectable quantities in human milk. caution should be exercised when administering neomycin/polymyxin B/dexamethasone to breastfeeding women. Refer to individual agents. Administration Administration: Ophthalmic Note: Contact lenses should not be worn during therapy. Ointment: Apply into pocket between eyeball and lower lid; patient should look downward before closing eye. To avoid contamination, do not touch tip of tube to eye or any other surface. Suspension: Shake well before using. Tilt head back, instill suspension into",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,446,dexamethasone,Dexamethasone,administration,1,3,"downward before closing eye. To avoid contamination, do not touch tip of tube to eye or any other surface. Suspension: Shake well before using. Tilt head back, instill suspension into the conjunctival sac, and close eye(s). Apply light finger pressure on lacrimal sac for 1 minute following instillation. To avoid contamination, do not touch dropper to eye or any other surface. Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Concerns related to adverse effects: • Immunosuppression: Prolonged use of corticosteroids (including ophthalmic preparations) may increase the incidence of secondary ocular infections (including fungal infections). Acute purulent ocular infections may be masked or exacerbated with use. Fungal infection should be suspected in any patient with persistent corneal ulceration who has received corticosteroids. • Neomycin sensitization: Neomycin may cause cutaneous sensitization. Discontinue use if hypersensitivity occurs. Cross-sensitivity to other topical or systemic aminoglycosides may occur. • Ocular effects: Prolonged",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,446,dexamethasone,Dexamethasone,administration,2,4,"who has received corticosteroids. • Neomycin sensitization: Neomycin may cause cutaneous sensitization. Discontinue use if hypersensitivity occurs. Cross-sensitivity to other topical or systemic aminoglycosides may occur. • Ocular effects: Prolonged use of corticosteroids may result in glaucoma; damage to the optic nerve, defects in visual acuity and fields of vision, corneal and scleral thinning (leading to perforation), and posterior subcapsular cataract formation may occur. Use following cataract surgery may delay healing or increase the incidence of bleb formation. Disease-related concerns: • Glaucoma: Use with caution in patients with glaucoma. • Ocular herpes simplex: Use with extreme caution in patients with a history of ocular herpes simplex; frequent slit lamp microscopy is recommended. Dosage-forms specific issues: • Ophthalmic suspension: May contain benzalkonium chloride, which may be absorbed by soft contact lenses; contact lenses should not be worn during treatment of ophthalmologic infections. Other warnings/precautions: • Appropriate use: Never directly introduce (eg,",150
4,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,446,dexamethasone,Dexamethasone,warnings_precautions,3,1,"benzalkonium chloride, which may be absorbed by soft contact lenses; contact lenses should not be worn during treatment of ophthalmologic infections. Other warnings/precautions: • Appropriate use: Never directly introduce (eg, inject) into the anterior chamber. A maximum of 8 g of ointment or 20 mL of suspension should be prescribed initially; reevaluate patients (eg, intraocular pressure and exams using magnification and fluorescein staining, where appropriate) prior to additional refills. Use >10 days should include routine monitoring of intraocular pressure. Inadvertent contamination of multiple-dose ophthalmic bottle dropper and tips has caused bacterial keratitis. Storage Store at a temperature ≤ 25°C Refer to manufacturer PIL if there are specific considerations",108
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,447,natamycin,Natamycin,indications,4,2,"9. Natamycin Generic Name Natamycin Dosage form/strengths Sterile ophthalmic suspension: 50mg/ml Route of administration Ophthalmic Pharmacologic category Antifungal Agent, Ophthalmic ATC: S01AA10 Indications Ocular fungal infections: Treatment of fungal blepharitis, conjunctivitis, and keratitis caused by susceptible organisms, including Fusarium solani keratitis. Dosage Regimen Ophthalmic Dosing: Adult Fungal blepharitis or conjunctivitis: Instill 1 drop in conjunctival sac 4-6 times daily. Fungal keratitis: Instill 1 drop in conjunctival sac every 1-2 hours, after 3-4 days reduce to one drop 6 - 8 times daily; usual course is 2 - 3 weeks or until resolution of active fungal keratitis. Dosage adjustment Dosing: Altered Kidney or Hepatic Functions: There are no dosage adjustments needed. Contraindications Hypersensitivity to natamycin or any component of the formulation Adverse Drug Reactions Allergic reaction, chest pain, corneal opacity, dyspnea, eye discomfort, edema, hyperemia, irritation and/or pain, foreign body sensation, parasthesia, tearing, vision changes Monitoring Parameters No monitoring data needed.",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,447,natamycin,Natamycin,drug_interactions,1,3,"Adverse Drug Reactions Allergic reaction, chest pain, corneal opacity, dyspnea, eye discomfort, edema, hyperemia, irritation and/or pain, foreign body sensation, parasthesia, tearing, vision changes Monitoring Parameters No monitoring data needed. Drug Interactions There are no known significant interactions. Pregnancy and Lactation pregnancy category C. Animal reproduction studies have not been conducted. It is not known if natamycin is excreted in breast milk. Caution should be exercised when administering natamycin to nursing women. Administration Administration: Adult Ophthalmic: For topical ophthalmic use only. Shake well before using. Wash hands before and after use. Do not touch tip of applicator to eye or other surfaces. Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Disease-related concerns: • Epithelial ulceration: Suspension may adhere to epithelial ulcers; retention of the suspension in the fornices occurs regularly. Special populations: • Contact lens wearers: Contains benzalkonium chloride, which may be absorbed by soft contact lenses;",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,447,natamycin,Natamycin,administration,2,1,"adhere to epithelial ulcers; retention of the suspension in the fornices occurs regularly. Special populations: • Contact lens wearers: Contains benzalkonium chloride, which may be absorbed by soft contact lenses; remove lenses prior to administration. Contact lenses should not be worn during treatment of ophthalmologic infections (fungal blepharitis, conjunctivitis, and keratitis). Other warnings/precautions: • Appropriate use: For topical ophthalmic use only. Failure to improve (keratitis) after 7 to 10 days of administration suggests infection caused by a microorganism not susceptible to natamycin; efficacy as a single agent in fungal endophthalmitis has not been established. Storage Store at 2°C to 24°C; do not freeze. Protect from excessive heat and light. Refer to manufacturer PIL if there are specific considerations",118
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,448,terbinafine,Terbinafine,dosage,3,2,"10. Terbinafine Generic Name Terbinafine Dosage form/strengths Topical gel, cream or solution: 10 mg/gm Topical Spray: 1 %, 0.888 gm/100g Topical Aerosol Powder: 1% Tablets: 250mg Route of administration Topical, Oral Pharmacologic category Antifungal Agent ATC (Topical): D01AE15 ATC (systemic): D01BA02 Indications Topical: Dermatologic fungal infections: Treatment of tinea pedis (athlete's foot), tinea cruris (jock itch), and tinea corporis (ringworm). Systemic use: Onychomycosis: Treatment of onychomycosis of the toenail or fingernail caused by dermatophytes (tinea unguium). Dosage Regimen Dosing: Adult Onychomycosis: Oral: 250 mg once daily for 6 weeks (fingernail) or 12 weeks (toenail). Tinea pedis: Topical: Cream 1%, gel 1%: Apply to affected and surrounding area(s) once or twice daily (cream) or once daily (gel or spray) until 1 week after clinical resolution, typically for 2 weeks total Tinea corporis, Tinea cruris: Topical: Cream, gel, solution (spray): Apply to affected area once daily for 1 week Dosing: Pediatric Tinea",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,448,terbinafine,Terbinafine,dosage,1,3,"week after clinical resolution, typically for 2 weeks total Tinea corporis, Tinea cruris: Topical: Cream, gel, solution (spray): Apply to affected area once daily for 1 week Dosing: Pediatric Tinea corporis (ringworm): Children ≥12 years and Adolescents: Topical: Cream, gel: Apply to affected area once daily for at least 1 week Tinea cruris (jock itch): Children ≥12 years and Adolescents: Topical: Cream, gel, solution (spray): Apply to affected area once daily for at least 1 week Tinea pedis (athlete's foot): Children ≥12 years and Adolescents: Topical: Cream: Apply between the toes to affected area twice daily for at least 1 week; apply on the bottom or sides of feet twice daily for 2 weeks Gel: Apply to affected area once daily at bedtime for at least 1 week Dosage adjustment CrCl 20 to 50 mL/minute: Administer 50% of the usual dose. CrCl <20 mL/minute: Use of alternative agent may be",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,448,terbinafine,Terbinafine,contraindications,2,1,"daily at bedtime for at least 1 week Dosage adjustment CrCl 20 to 50 mL/minute: Administer 50% of the usual dose. CrCl <20 mL/minute: Use of alternative agent may be preferred Dosing: Hepatic Impairment: use is contraindicated in adults with chronic or active hepatic disease. Contraindications Hypersensitivity to terbinafine or any component of the formulation. Adverse Drug Reactions Topical: 1% to 10%: Dermatologic: Burning sensation of skin, contact dermatitis, exfoliation of skin, pruritus, skin irritation, skin rash, stinging of the skin, xeroderma Local: Local irritation Sysytemic: Adverse Reactions (Significant): Considerations Hepatotoxicity",91
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,449,terbinafine,Terbinafine,contraindications,3,2,"Hypersensitivity reactions (delayed) Taste & smell disturbances Thrombotic microangiopathy >10%: Nervous system: Headache (13%) 1% to 10%: Dermatologic: Pruritus (3%), skin rash (6%), urticaria (1%) Gastrointestinal: Diarrhea (6%), dysgeusia (3%; may be severe and result in weight loss, anxiety, and depression) (See Table 1), dyspepsia (4%) Hepatic: Increased serum transaminases (3%) Monitoring Parameters Liver function tests at baseline and periodically during treatment; signs/symptoms of liver injury; CBC (if used >6 weeks in immunodeficient patients or if clinical signs or symptoms of secondary infection occur); taste and/or smell disturbances; skin rash, signs/symptoms of hypersensitivity reaction. Drug Interactions Systemic: Risk X: Avoid combination: Doxorubicin Mequitazine Saccharomyces boulardii Risk D: Consider therapy modification Eliglustat Tamoxifen Pregnancy and Lactation Pregnancy Category B Systemic therapy is not recommended during pregnancy Breastfeeding during systemic therapy is not recommended. Systemic absorption is limited following topical application. Breastfeeding mothers should not apply topical formulations to the breast and",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,449,terbinafine,Terbinafine,administration,1,3,"is not recommended during pregnancy Breastfeeding during systemic therapy is not recommended. Systemic absorption is limited following topical application. Breastfeeding mothers should not apply topical formulations to the breast and infants should avoid contact with treated skin Administration Oral: Administer without regard to meals. Topical: Administration: For external use only; avoid contact with eyes or mouth. Do not use on nails, scalp, or for vaginal yeast infections. Wash affected area with soap and water prior to use and dry completely; wash hands after use. Apply in sufficient quantity. Spray: Hold 4 to 6 inches from skin during application. Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Concerns related to adverse events: • Local irritation: If irritation/sensitivity develops, discontinue therapy and institute appropriate alternative therapy. Dosage form specific issues: • Benzyl alcohol and derivatives: Some dosage forms may contain benzyl alcohol; large amounts of benzyl alcohol (≥99 mg/kg/day)",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,449,terbinafine,Terbinafine,dosage,2,4,"discontinue therapy and institute appropriate alternative therapy. Dosage form specific issues: • Benzyl alcohol and derivatives: Some dosage forms may contain benzyl alcohol; large amounts of benzyl alcohol (≥99 mg/kg/day) have been associated with a potentially fatal toxicity (""gasping syndrome"") in neonates; the ""gasping syndrome"" consists of metabolic acidosis, respiratory distress, gasping respirations, CNS dysfunction (including convulsions, intracranial hemorrhage), hypotension, and cardiovascular collapse; avoid or use dosage forms containing benzyl alcohol with caution in neonates. See manufacturer's labeling. Other warnings/precautions: • Appropriate use: For topical use only. Not intended for ophthalmologic, oral, or vaginal administration. Do not use on nails or scalp. Systemic: • Hepatic impairment: Use is contraindicated in patients with active or chronic hepatic disease; clearance is reduced by ~50% in hepatic cirrhosis. • Renal impairment: Use with caution in patients with renal dysfunction (CrCl ≤50 mL/minute); clearance is reduced by ~50%. • Appropriate use: Due to potential",150
4,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,449,terbinafine,Terbinafine,dosage,3,1,"by ~50% in hepatic cirrhosis. • Renal impairment: Use with caution in patients with renal dysfunction (CrCl ≤50 mL/minute); clearance is reduced by ~50%. • Appropriate use: Due to potential toxicity, confirmation of diagnostic testing of nail or skin",39
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,451,selenium sulfide,Selenium Sulfide,indications,4,2,"11. Selenium Sulfide Generic Name Selenium Sulfide Dosage form/strengths Shampoo 0.025 gm (2.5%) Topical Cream/lotion: 2.5 gm Route of administration Topical Pharmacologic category Antiseborrheic Agent, Topical ATC: D01AE13 Indications Dandruff, scalp seborrhea: Treatment of dandruff and seborrheic dermatitis of the scalp Tinea versicolor: Treatment of tinea versicolor Dosage Regimen Dandruff, scalp seborrhea: Topical: Lotion, shampoo (2.25%): Massage ~5 to 10 mL into wet scalp; leave on scalp for 2 to 3 minutes, then rinse scalp thoroughly. Usually 2 applications each week for 2 weeks will be effective. After this, may repeat at less frequent intervals (eg, once weekly, every 2 to 4 weeks). Tinea versicolor: Topical: Apply to affected area with small amounts of water; leave on skin for 10 minutes, then rinse thoroughly; repeat once every day for 7 days. Dosage adjustment No dosage adjustments needed Contraindications Hypersensitivity to selenium sulfide or any component of the formulation. Adverse Drug",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,451,selenium sulfide,Selenium Sulfide,contraindications,1,3,"minutes, then rinse thoroughly; repeat once every day for 7 days. Dosage adjustment No dosage adjustments needed Contraindications Hypersensitivity to selenium sulfide or any component of the formulation. Adverse Drug Reactions Central nervous system: Lethargy Dermatologic: Alopecia or hair discoloration, unusual dryness or oiliness of scalp Gastrointestinal: Vomiting following long-term use on damaged skin, abdominal pain, garlic breath Local: Burning, itching, irritation, stinging (transient) Neuromuscular & skeletal: Tremor Miscellaneous: Diaphoresis Monitoring Parameters Assess for any broken or irritated skin that may signal that this medication should not be taken at this time. Assess for effectiveness of therapy. Drug Interactions There are no known significant interactions. Pregnancy and Lactation pregnancy category C Animal reproduction studies have not been conducted. Not recommended for use in pregnant women. Breastfeeding Considerations It is not known if selenium sulfide is present in breast milk following topical application. Caution should be exercised when administering selenium sulfide",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,451,selenium sulfide,Selenium Sulfide,administration,2,1,"for use in pregnant women. Breastfeeding Considerations It is not known if selenium sulfide is present in breast milk following topical application. Caution should be exercised when administering selenium sulfide to breastfeeding women. Administration Administration: Topical Shake well before using. For external use only; not for ophthalmic, oral, anal or intravaginal use. Do not use when acute inflammation or exudation is present or on damaged skin or mucous membranes. May damage jewelry; remove before treatment.",75
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,452,selenium sulfide,Selenium Sulfide,warnings_precautions,3,1,"Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Concerns related to adverse effects: • Local effects: Skin irritation or sensitization may occur; discontinue use if irritation or sensitivity occurs. Other warnings/precautions: • Appropriate use: For external use only; not for ophthalmic, oral, anal or intravaginal use. Due to the risk of systemic toxicity, do not use when acute inflammation or exudation is present or on damaged skin or mucous membranes. Storage Store at 20°C to 25°C; excursions permitted between 15°C to 30°C. Protect from heat and freezing. Refer to manufacturer PIL if there are specific considerations",99
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,453,silver sulfadiazine,Silver Sulfadiazine,indications,1,2,"12. Silver Sulfadiazine Generic Name Silver Sulfadiazine Dosage form/strengths Topical Cream: 1 gm/100g, 10mg/gm Dressing: 1% Topical Aerosol 1% Route of administration Topical Pharmacologic category Antibiotic, Topical ATC: D06BA01 Indications Burn treatment: As an adjunct for the prevention and treatment of wound sepsis in patients with second- and third-degree burns. Dosage Regimen Dosing: Adult Burn treatment: Topical: Apply once or twice daily; reapply as needed to areas where the cream is removed by patient activity as the burned area should be covered with cream at all times. Continue use until healing has occurred or the burn site is ready for grafting. Do not discontinue therapy if the possibility of infection exists unless a significant adverse reaction has occurred. Dosing: Pediatric Note: Continue use until healing has occurred or the burn site is ready for grafting. Do not discontinue therapy if the possibility of infection exists unless a significant adverse reaction",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,453,silver sulfadiazine,Silver Sulfadiazine,adverse_reactions,1,3,"Note: Continue use until healing has occurred or the burn site is ready for grafting. Do not discontinue therapy if the possibility of infection exists unless a significant adverse reaction has occurred. Burn, treatment: Infants >2 months, Children, and Adolescents: Limited data available in infants and children: Topical: Apply once or twice daily; reapply as needed; burned area should be covered with cream at all times Dosage adjustment Dosing: Renal Impairment: Sulfadiazine may accumulate with renal impairment. Accumulation will depend on the body surface area involved and the extent of tissue damage. Dosing: Hepatic Impairment: Sulfonamides may cause hepatic impairment; use with caution in hepatic disease. Discontinuation of treatment may be needed if hepatic impairment occurs with treatment Contraindications Hypersensitivity to silver sulfadiazine or any component of the formulation; pregnant women approaching or at term; premature infants or neonates ≤2 months of age. Adverse Drug Reactions Dermatologic: Erythema multiforme, pruritus,",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,453,silver sulfadiazine,Silver Sulfadiazine,adverse_reactions,2,1,"to silver sulfadiazine or any component of the formulation; pregnant women approaching or at term; premature infants or neonates ≤2 months of age. Adverse Drug Reactions Dermatologic: Erythema multiforme, pruritus, skin discoloration, skin photosensitivity, skin rash Hematologic & oncologic: Agranulocytosis, aplastic anemia, hemolytic anemia, leukopenia Hepatic: Hepatitis Hypersensitivity: Hypersensitivity reaction (may be related to sulfa component) Renal: Interstitial nephritis Monitoring Parameters Serum electrolytes, urinalysis, renal function tests, CBC in patients with extensive burns on long-term treatment. Serum sulfa concentrations, if clinically indicated. Access Group",84
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,454,silver sulfadiazine,Silver Sulfadiazine,drug_interactions,3,2,"Drug Interactions There are no known significant interactions. Pregnancy and Lactation Pregnancy Category B Use is not recommended unless clearly needed, especially in pregnant women approaching or at term. Sulfonamides are known to be excreted in human milk and all sulfonamide derivatives are known to increase the possibility of kernicterus. There is a possibility for serious adverse reactions in nursing infants from sulfonamides. A decision should be made to discontinue breastfeeding or discontinue the drug, taking into account the importance of the drug to the mother. Administration Administration: Topical For topical use only; avoid contact with eyes. Apply with a sterile-gloved hand. Burned area should be covered with cream at all times; reapply to areas where cream has been removed by patient activity. Dressings may be used if necessary. Reapply immediately after hydrotherapy. Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Concerns related to adverse effects: •",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,454,silver sulfadiazine,Silver Sulfadiazine,warnings_precautions,1,3,"by patient activity. Dressings may be used if necessary. Reapply immediately after hydrotherapy. Refer to manufacturer PIL if there are specific considerations Warnings/ Precautions Concerns related to adverse effects: • Sulfonamide allergy: Chemical similarities are present among sulfonamides, sulfonylureas, carbonic anhydrase inhibitors, thiazides, and loop diuretics (except ethacrynic acid). Use in patients with sulfonamide allergy is specifically contraindicated in product labeling, however, a risk of cross-reaction exists in patients with allergy to any of these compounds; avoid use when previous reaction has been severe. • Superinfection: Prolonged use may result in fungal or bacterial superinfection, including C. difficile-associated diarrhea (CDAD) and pseudomembranous colitis; CDAD has been observed >2 months postantibiotic treatment. Fungal proliferation may rarely occur in and below the eschar. • Systemic effects: Systemic absorption may be significant and adverse reactions may occur. Disease-related concerns: • G6PD deficiency: Use with caution in patients with G6PD deficiency; hemolysis may occur.",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,454,silver sulfadiazine,Silver Sulfadiazine,adverse_reactions,2,1,"eschar. • Systemic effects: Systemic absorption may be significant and adverse reactions may occur. Disease-related concerns: • G6PD deficiency: Use with caution in patients with G6PD deficiency; hemolysis may occur. • Hepatic impairment: Use with caution in patients with hepatic impairment; sulfadiazine may accumulate. • Renal impairment: Use with caution in patients with renal impairment; sulfadiazine may accumulate. Dosage form specific issues: • Propylene glycol: Some dosage forms may contain propylene glycol; large amounts are potentially toxic and have been associated hyperosmolality, lactic acidosis, seizures, and respiratory depression; use caution. Other warnings/precautions: • Appropriate use: For topical use only. Avoid contact with eyes. Storage Store at 20°C to 25°C. Refer to manufacturer PIL if there are specific considerations",118
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,455,fusidic acid,Fusidic acid,dosage,3,2,"13. Sodium Fusidate/ Fusidic acid Generic Name Sodium Fusidate/ Fusidic acid Dosage form/strengths Tablets 250mg Ointment, cream 2% Dressing 2% 20mg/gm eye drops 1mg/gm Oral Suspension 250 mg/5ml Route of administration Oral, topical, Opthalmic Pharmacologic category Antibiotic, Miscellaneous; Antibiotic, Topical ATC (Topical): D06AX01 ATC (Dressing): D09AA02 ATC (Systemic): J01XC01 ATC (Ophthalmic): S01AA13 Indications Topical: Skin infections: Treatment of primary (eg, impetigo contagiosa, erythrasma) and secondary (eg, infected wounds, infected burns) skin infections caused by susceptible Staphylococcus aureus, Streptococcus spp., Corynebacterium minutissimum Systemic use: For the treatment of susceptible staphylococcal infections, including cutaneous infections, osteomyelitis, pneumonia, septicemia, wound infections, endocarditis, and superinfected cystic fibrosis Dosage Regimen Topical Dosing: Adult, Pediatric Skin infections: Topical: Apply small amount to affected area 2 to 3 times daily for 7 to 14 days. If a gauze dressing is used, frequency of application may be reduced to once or twice daily Oral adult dose Oral: Adolescents",150
2,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,455,fusidic acid,Fusidic acid,dosage,1,3,"3 times daily for 7 to 14 days. If a gauze dressing is used, frequency of application may be reduced to once or twice daily Oral adult dose Oral: Adolescents and Adults: Suspension: 750 to 1,500 mg 3 times daily. Tablets: 250 mg twice daily or 500 to 1,000 mg 3 times daily. Ophthalmic infections/conjunctivitis: Ophthalmic: Instill 1 drop into the conjunctival sac of each eye every 12 hours for 7 days; reassess if infection has not resolved after 7 days Dosing in pediatrics: Children <1 year: Suspension: 50 mg/kg/day administered in 3 divided doses. Children 1 to 5 years: Suspension: 250 mg 3 times daily. Children >5 to 12 years: Suspension: 500 to 1,000 mg 3 times daily. Tablets: 250 to 500 mg 3 times daily. Ophthalmic infections/conjunctivitis: Children ≥2 years and Adolescents: Refer to adult dosing. Dosage adjustment Renal impairment: No dosage adjustment is needed Hepatic impairment: Fusidates",150
3,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,455,fusidic acid,Fusidic acid,dosage_adjustment,2,1,250 to 500 mg 3 times daily. Ophthalmic infections/conjunctivitis: Children ≥2 years and Adolescents: Refer to adult dosing. Dosage adjustment Renal impairment: No dosage adjustment is needed Hepatic impairment: Fusidates should be given with caution to patients with hepatic impairment Contraindications Hypersensitivity to fusidic acid or any component of the formulation Adverse Drug Reactions Frequency not defined:,57
1,egypt_antimicrobial_formulary_2023.pdf,egypt_antimicrobial_formulary_2023.pdf,456,fusidic acid,Fusidic acid,dosage_adjustment,3,2,"Central nervous system: Pain (with treatment of deep leg ulcers) GIT: jaundice and changes in liver function Blood: There have been occasional reports of granulocytopenia and thrombocytopenia after the use of fusidic acid systemically. Sideroblastic anaemia has also been reported.UK licensed product information also states that there have been isolated cases of neutropenia, agranulocytosis, and pancytopenia Monitoring Parameters periodic monitoring of hepatic function is recommended in patients with hepatic impairment and in those receiving high or prolonged oral doses Drug Interactions There are no known significant interactions. interaction has been suspected with drugs metabolised by the hepatic cytochrome P450 isoenzyme CYP3A4 Pregnancy and Lactation Adverse effects were not observed in animal reproduction studies. Fusidic acid crosses the placenta following systemic administration. Systemic absorption following topical application is minimal. Fusidic acid is present in breast milk following systemic administration; however, systemic absorption following topical application is minimal Administration For topical use",150
