generic_name,dosage_form_raw,dosage_form_normalized,route,administration_instructions,device_category,technique_category,self_use_video_relevance,device_specificity,exact_device_review_required,exact_device_name,source_file,source_page,review_status,review_notes
Terbutaline,Solution for nebulizer: 5mg/2ml,nebulizer_solution,"Oral, inhalation","Oral, inhalation 
Pharmacologic 
Category 
Beta2-adrenoreceptor agonists 
 
ATC 
Nebulizer solution: R03AC03",nebulizer,nebulizer,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,53,pending,Medical nebulizer chamber & compressor setup technique
Xylometazoline,"Nasal drops: 0.05%, 0.1%",nasal_drops,Nasal,"Nasal 
Pharmacologic 
Category 
Alpha-adrenergic agonist; decongestant; imidazoline derivative 
ATC: R01AA07 
Indications 
Nasal relief of nasopharyngeal congestion, perennial and allergic rhinitis (including",nasal,nasal_drops,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,58,pending,Nasal drops instillation posture (Mygind / Mecca position)
Xylometazoline,"Nasal spray: 1mg/ml, 0.5mg/ml",nasal_spray,Nasal,"Nasal 
Pharmacologic 
Category 
Alpha-adrenergic agonist; decongestant; imidazoline derivative 
ATC: R01AA07 
Indications 
Nasal relief of nasopharyngeal congestion, perennial and allergic rhinitis (including",nasal,nasal_spray,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,58,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Beclomethasone Dipropionate,"Oral inhalation aerosol: 50 micrograms, 100 mcg per actuation",inhalation_aerosol,"Nasal, oral spray, topical","Nasal, oral spray, topical 
Pharmacologic 
Category 
Corticosteroid, inhalant (oral), nasal  
ATC:  R03BA01, R01AD01, D07AC01 
Indications 
• Nasal spray: Indicated for the treatment and prevention of seasonal and",inhaler,pmdi_inhaler,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,69,pending,Pressurized metered-dose inhaler actuation & coordination technique
Beclomethasone Dipropionate,Nasal inhalation aerosol:  50 micrograms per actuation,inhalation_aerosol,"Nasal, oral spray, topical","Nasal, oral spray, topical 
Pharmacologic 
Category 
Corticosteroid, inhalant (oral), nasal  
ATC:  R03BA01, R01AD01, D07AC01 
Indications 
• Nasal spray: Indicated for the treatment and prevention of seasonal and",inhaler,pmdi_inhaler,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,69,pending,Pressurized metered-dose inhaler actuation & coordination technique
Fluticasone,/Strengths,strengths,"Intranasal, intranasal inhalation, oral inhalation, topical","Intranasal, intranasal inhalation, oral inhalation, topical 
Pharmacologic 
Category 
Corticosteroids  
ATC: D07AC17, R01AD08, R01AD12 (salt), R03BA05, R03BA09 
Indications 
Nasal spray",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,77,pending,Inhalation delivery system requiring exact device mapping
Fluticasone,"Metered nasal spray: 27.5 mcg, 28 mcg, 50 mcg /actuation",nasal_spray,"Intranasal, intranasal inhalation, oral inhalation, topical","Intranasal, intranasal inhalation, oral inhalation, topical 
Pharmacologic 
Category 
Corticosteroids  
ATC: D07AC17, R01AD08, R01AD12 (salt), R03BA05, R03BA09 
Indications 
Nasal spray",nasal,nasal_spray,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,77,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Fluticasone,Monodose nasal drops: 400 mcg,nasal_drops,"Intranasal, intranasal inhalation, oral inhalation, topical","Intranasal, intranasal inhalation, oral inhalation, topical 
Pharmacologic 
Category 
Corticosteroids  
ATC: D07AC17, R01AD08, R01AD12 (salt), R03BA05, R03BA09 
Indications 
Nasal spray",nasal,nasal_drops,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,77,pending,Nasal drops instillation posture (Mygind / Mecca position)
Fluticasone,"Inhalation powder: 250 mcg, 100 mcg",inhalation_powder,"Intranasal, intranasal inhalation, oral inhalation, topical","Intranasal, intranasal inhalation, oral inhalation, topical 
Pharmacologic 
Category 
Corticosteroids  
ATC: D07AC17, R01AD08, R01AD12 (salt), R03BA05, R03BA09 
Indications 
Nasal spray",inhaler,dpi_inhaler,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,77,pending,DPI breath-actuated inhalation device technique
Fluticasone,Nasal spray solution: 37.5mg/100 ml,nasal_spray,"Intranasal, intranasal inhalation, oral inhalation, topical","Intranasal, intranasal inhalation, oral inhalation, topical 
Pharmacologic 
Category 
Corticosteroids  
ATC: D07AC17, R01AD08, R01AD12 (salt), R03BA05, R03BA09 
Indications 
Nasal spray",nasal,nasal_spray,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,77,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Acetylcysteine,/Strengths,strengths,"IV, Oral, Inhalation","IV, Oral, Inhalation 
Pharmacologic 
Category 
Antidote; mucolytic agent 
ATC: Oral and inhalation: R05CB01; Antidote: V03AB23 
Indications 
Oral",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,93,pending,Inhalation delivery system requiring exact device mapping
Acetylcysteine,Effervescent tablet: 600 mg,effervescent_tablet,"IV, Oral, Inhalation","IV, Oral, Inhalation 
Pharmacologic 
Category 
Antidote; mucolytic agent 
ATC: Oral and inhalation: R05CB01; Antidote: V03AB23 
Indications 
Oral",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,93,pending,Inhalation delivery system requiring exact device mapping
Acetylcysteine,Solution for oral inhalation: 100 mg/ml,inhalation,"IV, Oral, Inhalation","IV, Oral, Inhalation 
Pharmacologic 
Category 
Antidote; mucolytic agent 
ATC: Oral and inhalation: R05CB01; Antidote: V03AB23 
Indications 
Oral",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,93,pending,Inhalation delivery system requiring exact device mapping
Acetylcysteine,"Solution for IV: 2 gm/10 ml, 5 gm/25 ml, 300 mg/3 ml",solution_for_iv,"IV, Oral, Inhalation","IV, Oral, Inhalation 
Pharmacologic 
Category 
Antidote; mucolytic agent 
ATC: Oral and inhalation: R05CB01; Antidote: V03AB23 
Indications 
Oral",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,93,pending,Inhalation delivery system requiring exact device mapping
Acetylcysteine,Concentrate for solution for IV infusion and inhalation: 1000 mg /5ml,inhalation,"IV, Oral, Inhalation","IV, Oral, Inhalation 
Pharmacologic 
Category 
Antidote; mucolytic agent 
ATC: Oral and inhalation: R05CB01; Antidote: V03AB23 
Indications 
Oral",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_antiretroviral_formulary_2026.pdf,93,pending,Inhalation delivery system requiring exact device mapping
Carbocisteine (Carbocysteine),Nasal spray: 5 mg (in combination with 0.5 mg xylometazoline hydrochloride),nasal_spray,"Oral, nasal spray","Oral, nasal spray      
Pharmacologic 
Category 
Mucolytic Agent 
ATC: R05CB03           
Indications 
Mucolytic agent for the adjunctive therapy of respiratory tract disorders",nasal,nasal_spray,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,104,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Guaifenesin,Rectal suppository: 66.6 mg/suppository,suppository,"Oral, rectal","Oral, rectal 
Pharmacologic 
Category 
Expectorant 
ATC: R05CA03, R05CA10, R05FA02, R05X 
Indications 
Symptomatic relief of productive cough in adults and adolescents above 12 years. It",rectal,suppository,yes,generic_technique,false,,egypt_antiretroviral_formulary_2026.pdf,106,pending,"Suppository insertion, unwrapping, position, and retention"
Cyanocobalamin (Vitamin B12),Metered Nasal Spray: 0.5 mg,nasal_spray,"IM, Nasal, Oral","IM, Nasal, Oral.  
Pharmacologic 
Category 
Vitamin, Water Soluble. 
ATC: B03BA01   
Indications",nasal,nasal_spray,yes,generic_technique,false,,egypt_blood_disorders_formulary_2025.pdf,24,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Emicizumab,"Solution for S.C injection:  30 mg/ml, 105 mg/0.7ml, 60 mg/0.4 ml",injection,SC,"SC 
Pharmacologic 
Category 
Antihemophilic Agent; Monoclonal Antibody 
ATC: B02BX06 
Indications 
Routine prophylaxis of bleeding episodes in patients (all age groups) with",self_injection,self_injection,needs_review,needs_review,false,,egypt_blood_disorders_formulary_2025.pdf,80,pending,Subcutaneous route requires clinical check for outpatient self-use
Emicizumab,150mg/ml,150mg_ml,SC,"SC 
Pharmacologic 
Category 
Antihemophilic Agent; Monoclonal Antibody 
ATC: B02BX06 
Indications 
Routine prophylaxis of bleeding episodes in patients (all age groups) with",self_injection,self_injection,needs_review,needs_review,false,,egypt_blood_disorders_formulary_2025.pdf,80,pending,Subcutaneous route requires clinical check for outpatient self-use
Nitroglycerin (Glyceryl Trinitrate),"Transdermal Therapeutic System: 5mg, 10mg",transdermal_patch,"IV, Oral, Transdermal, topical","IV, Oral, Transdermal, topical 
Pharmacologic 
category 
Antianginal Agent; Antidote, Extravasation; Vasodilator 
ATC: Topical, local: C05AE01,  other routes: C01DA02  
Indications 
Oral administration: Treatment or prevention of angina pectoris.",transdermal,transdermal_patch,yes,generic_technique,false,,egypt_cardiovascular_formulary_2024.pdf,76,pending,"Transdermal patch skin preparation, adhesion, and rotation"
Nitroglycerin (Glyceryl Trinitrate),"Transdermal Patch: 22.4 mg, 44.8 mg, 18.7 mg, 37.4 mg",transdermal_patch,"IV, Oral, Transdermal, topical","IV, Oral, Transdermal, topical 
Pharmacologic 
category 
Antianginal Agent; Antidote, Extravasation; Vasodilator 
ATC: Topical, local: C05AE01,  other routes: C01DA02  
Indications 
Oral administration: Treatment or prevention of angina pectoris.",transdermal,transdermal_patch,yes,generic_technique,false,,egypt_cardiovascular_formulary_2024.pdf,76,pending,"Transdermal patch skin preparation, adhesion, and rotation"
Lidocaine,Topical Patch: 700 mg/Patch,transdermal_patch,"IM, IV, SC, Topical, oral","IM, IV, SC, Topical, oral 
Pharmacologic 
category 
Systemic: Antiarrhythmic Agent, Class Ib; Local Anesthetic 
Topical: Analgesic, Topical; Local Anesthetic 
ATC: parentral antiarrhythmic C01BB01  
ATC: Local for hemorrhoids C05AD01",transdermal,transdermal_patch,yes,generic_technique,false,,egypt_cardiovascular_formulary_2024.pdf,85,pending,"Transdermal patch skin preparation, adhesion, and rotation"
Lidocaine,topical aerosol powder spray 10gm And in combinations,inhalation_aerosol,"IM, IV, SC, Topical, oral","IM, IV, SC, Topical, oral 
Pharmacologic 
category 
Systemic: Antiarrhythmic Agent, Class Ib; Local Anesthetic 
Topical: Analgesic, Topical; Local Anesthetic 
ATC: parentral antiarrhythmic C01BB01  
ATC: Local for hemorrhoids C05AD01",inhaler,pmdi_inhaler,yes,exact_device_required,true,,egypt_cardiovascular_formulary_2024.pdf,85,pending,Pressurized metered-dose inhaler actuation & coordination technique
Acetylsalicylic acid,Rectal suppository: 200 mg in combination,suppository,"Oral, rectal","Oral, rectal 
Pharmacologic 
category 
Pharmacological category:  
Analgesic, Nonopioid; Antipyretic; Antiplatelet Agent; Nonsteroidal Anti-
inflammatory Drug (NSAID) 
ATC:",rectal,suppository,yes,generic_technique,false,,egypt_cardiovascular_formulary_2024.pdf,112,pending,"Suppository insertion, unwrapping, position, and retention"
Goserelin,Prefilled syringe for S.C injection (Depot Implant): 10.8 mg,injection,Subcutaneous,"Subcutaneous. 
Pharmacologic 
Category 
Antineoplastic Agent, Gonadotropin-Releasing Hormone Agonist. 
ATC Code: L02AE03. 
Indications",self_injection,self_injection,needs_review,needs_review,false,,egypt_conventional_anticancer_formulary_2024.pdf,228,pending,Subcutaneous route requires clinical check for outpatient self-use
Goserelin,Prefilled syringe for S.C injection (Implant): 3.6 mg,injection,Subcutaneous,"Subcutaneous. 
Pharmacologic 
Category 
Antineoplastic Agent, Gonadotropin-Releasing Hormone Agonist. 
ATC Code: L02AE03. 
Indications",self_injection,self_injection,needs_review,needs_review,false,,egypt_conventional_anticancer_formulary_2024.pdf,228,pending,Subcutaneous route requires clinical check for outpatient self-use
Goserelin,Implant with applicator: 3.6 mg,implant_with_applicator,Subcutaneous,"Subcutaneous. 
Pharmacologic 
Category 
Antineoplastic Agent, Gonadotropin-Releasing Hormone Agonist. 
ATC Code: L02AE03. 
Indications",self_injection,self_injection,needs_review,needs_review,false,,egypt_conventional_anticancer_formulary_2024.pdf,228,pending,Subcutaneous route requires clinical check for outpatient self-use
Pegfilgrastim,Solution for injection in pre-filled syringes: 6mg/ 0.6ml,injection,SC,"SC 
Pharmacologic 
Category 
Colony Stimulating Factor; Hematopoietic Agent 
ATC code: L03AA13 
Indications 
Reduction in the duration of neutropenia and the incidence of febrile neutropenia",self_injection,self_injection,needs_review,needs_review,false,,egypt_conventional_anticancer_formulary_2024.pdf,275,pending,Subcutaneous route requires clinical check for outpatient self-use
Dulaglutide,"Solution for SC injection: 0.75mg/0.5ml, 1.5mg/0.5ml",injection,SC,"SC. 
Pharmacologic 
Category 
Antidiabetic Agent, Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist. 
ATC: A10BJ05 
Indications 
Biological medicine should be prescribed and dispensed by brand name.",self_injection,self_injection,needs_review,needs_review,false,,egypt_endocrine_formulary_2024.pdf,46,pending,Subcutaneous route requires clinical check for outpatient self-use
Exenatide,Powder for Suspension for Injection in prefilled pen (extended-release): 2mg,oral_suspension,SC,"SC 
Pharmacologic 
Category 
Antidiabetic Agent, Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist 
ATC: A10BJ01 
Indications 
Diabetes mellitus, type 2, Management (extended-release): As an adjunct to",self_injection,self_injection,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,49,pending,Emergency or daily patient self-administered auto-injector device
Liraglutide,Solution for S.C injection: 6 mg/mL,injection,SC,"SC 
Pharmacologic 
Category 
Antidiabetic Agent, Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist 
ATC: A10BJ02 
Indications",self_injection,self_injection,needs_review,needs_review,false,,egypt_endocrine_formulary_2024.pdf,52,pending,Subcutaneous route requires clinical check for outpatient self-use
Semaglutide,"Solution for SC injection: 0.25 mg, 0.5 mg",injection,"Oral, SC","Oral, SC 
Pharmacologic 
Category 
Antidiabetic Agent, Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist. 
ATC: A10BJ06 
Indications",self_injection,self_injection,needs_review,needs_review,false,,egypt_endocrine_formulary_2024.pdf,55,pending,Subcutaneous route requires clinical check for outpatient self-use
Semaglutide,Solution in prefilled pen: 1 mg,solution_in_prefilled_pen,"Oral, SC","Oral, SC 
Pharmacologic 
Category 
Antidiabetic Agent, Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist. 
ATC: A10BJ06 
Indications",self_injection,self_injection,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,55,pending,Emergency or daily patient self-administered auto-injector device
Ethinyl Estradiol and Etonogestrel,Vaginal Ring: Ethinyl estradiol 2.7 mg; Etonogestrel 11.7 mg,vaginal_suppository,Vaginal,"Vaginal  
Pharmacologic 
Category",rectal,suppository,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,88,pending,"Suppository insertion, unwrapping, position, and retention"
Progesterone,Rectal or vaginal pessaries: 200 mg; 400 mg,vaginal_suppository,"Oral; Vaginal; I.M, Rectal","Oral; Vaginal; I.M, Rectal  
Pharmacologic 
Category 
Progestin 
ATC: G03DA04 
Indications 
Oral",rectal,suppository,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,130,pending,"Suppository insertion, unwrapping, position, and retention"
Progesterone,Rectal Suppositories: 200 mg,suppository,"Oral; Vaginal; I.M, Rectal","Oral; Vaginal; I.M, Rectal  
Pharmacologic 
Category 
Progestin 
ATC: G03DA04 
Indications 
Oral",rectal,suppository,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,130,pending,"Suppository insertion, unwrapping, position, and retention"
Betamethasone,Topical Aerosol Foam: 0.12 gm,inhalation_aerosol,"Oral, IV, IM, Topical, intra-articular, intralesional","Oral, IV, IM, Topical, intra-articular, intralesional 
Pharmacologic 
Category 
Corticosteroid 
ATC code: 
D07AC01:  Topical 
H02AB01: Systemic",inhaler,pmdi_inhaler,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,138,pending,Pressurized metered-dose inhaler actuation & coordination technique
Budesonide,Inhalation,inhalation,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,145,pending,Inhalation delivery system requiring exact device mapping
Budesonide,"Suspension for inhalation in nebules: 0.25 mg/ml, 0.25mg/2ml, 0.5mg/ml",oral_suspension,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",nebulizer,nebulizer,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,145,pending,Medical nebulizer chamber & compressor setup technique
Budesonide,"0.5 mg/2ml, 1 mg/2ml",0_5_mg_2ml_1_mg_2ml,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,145,pending,Inhalation delivery system requiring exact device mapping
Budesonide,Oral Modified-Release Tablet: 9mg,extended_release_tablet,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,145,pending,Inhalation delivery system requiring exact device mapping
Budesonide,Rectal Enema: 2 mg,rectal_enema,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,145,pending,Inhalation delivery system requiring exact device mapping
Budesonide,"Nasal spray: 32 mcg/metered dose, 64mcg/metered dose",nasal_spray,"Oral Inhalation, Oral, Rectal, Nasal Inhalation","Oral Inhalation, Oral, Rectal, Nasal Inhalation  
Pharmacologic 
Category 
Corticosteroid 
ATC, Oral Inhalant : R03BA02 
ATC, Rectal: D07AC09 
ATC, Nasal: R01AD05",inhaler,pmdi_inhaler,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,145,pending,Pressurized metered-dose inhaler actuation & coordination technique
Dexamethasone,Eye / Ear Drops: 1 mg/ml,ear_drops,"Oral, IM, IV, Ophthalmic, Intravitreal","Oral, IM, IV, Ophthalmic, Intravitreal. 
Pharmacologic 
Category 
Systemic: Anti-inflammatory Agent; Antiemetic; Corticosteroid. 
Ophthalmic, Otic: Anti-inflammatory Agent; Corticosteroid.  
ATC:  
Hormonal: H02AB02",otic,ear_drops,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,151,pending,"Ear drop administration, ear canal positioning, and head-tilt hold"
Dexamethasone,Eye Ointment: 0.050 %,eye_ointment,"Oral, IM, IV, Ophthalmic, Intravitreal","Oral, IM, IV, Ophthalmic, Intravitreal. 
Pharmacologic 
Category 
Systemic: Anti-inflammatory Agent; Antiemetic; Corticosteroid. 
Ophthalmic, Otic: Anti-inflammatory Agent; Corticosteroid.  
ATC:  
Hormonal: H02AB02",ophthalmic,eye_ointment,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,151,pending,Eye ointment ribbon application along the lower eyelid
Hydrocortisone,Ophthalmic Ointment: 10 mg. And in combinations,eye_ointment,"IM, IV, Oral, Topical Ophthalmic","IM, IV, Oral, Topical Ophthalmic. 
Pharmacologic 
Category 
Corticosteroid, Systemic, Topical, Ophthalmic. 
ATC: 
Dermatological: D07AA02  
Systemic: H02AB09",ophthalmic,eye_ointment,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,162,pending,Eye ointment ribbon application along the lower eyelid
Mometasone,Metered Nasal Spray: 50 mcg/actuation,nasal_spray,"Nasal, Topical, Inhalation","Nasal, Topical, Inhalation 
Pharmacologic 
Category 
Corticosteroid  
ATC: Topical (single agent): D07AC13, Nasal: R01AD09 
Indications 
Nasal spray",nasal,nasal_spray,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,179,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Mometasone,"Topical Lotion: 1mg/gm (15ml, 20ml, 60ml)",lotion,"Nasal, Topical, Inhalation","Nasal, Topical, Inhalation 
Pharmacologic 
Category 
Corticosteroid  
ATC: Topical (single agent): D07AC13, Nasal: R01AD09 
Indications 
Nasal spray",inhaler,inhaler_unspecified,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,179,pending,Inhalation delivery system requiring exact device mapping
Triamcinolone,Nasal spray:  55 mcg/dose,nasal_spray,"Intra-muscular, Intra-articular, Intralesional, Oral, Nasal, Topical","Intra-muscular, Intra-articular, Intralesional, Oral, Nasal, Topical 
Pharmacologic 
Category 
Corticosteroid 
ATC code: Systemic: A01AC01, H02AB08 
ATC code: Nasal: R01AD11 
ATC code: Topical: C05AA12, D07AB09, D07XB02",nasal,nasal_spray,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,189,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Bromocriptine,Vaginal suppositories: 2.5mg,suppository,"Oral, Vaginal","Oral, Vaginal 
Pharmacologic 
Category 
Dopamine (D2) Agonist: Anti-Parkinson Agent, Antidiabetic Agent, Ergot 
Derivative; Hyperprolactinemia Agent 
ATC: G02CB01, N04BC01  
Indications",rectal,suppository,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,197,pending,"Suppository insertion, unwrapping, position, and retention"
Degludec Long acting Insulin,Solution for SC injection (prefilled pen): 100 units/ml,injection,SC,"SC 
Pharmacologic 
Category 
Insulin, Long-Acting 
ATC code: A10AE06 
Indications 
To improve glycemic control of diabetes mellitus, types 1 and 2 in adults",insulin_injection,insulin_pen,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,214,pending,"Insulin injection pen dial, priming, and subcutaneous technique"
Detemir Long-acting Insulin,Solution for injection in Pre-filled Syringe: 100 I.U./ml,injection,SC,"SC 
Pharmacologic 
Category 
Insulin, Long-Acting 
ATC: A10AE05 
Indications 
Improvement of glycemic control of diabetes mellitus (type 1 and 2) in",insulin_injection,insulin_pen,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,217,pending,"Insulin injection pen dial, priming, and subcutaneous technique"
Follitropin Alfa,"Powder and solvent for injection: 75 I.U/VIAL, 150 I.U/VIAL",injection,SC,"SC 
Pharmacologic 
Category 
Gonadotropin; Ovulation Stimulator 
ATC: G03GA05 
Indications 
Biological medicines must be prescribed and dispensed by brand name.",self_injection,self_injection,needs_review,needs_review,false,,egypt_endocrine_formulary_2024.pdf,233,pending,Subcutaneous route requires clinical check for outpatient self-use
Follitropin Alfa,"Solution for injection in Pre-Filled Syringe: 150 I.U., 225 I.U., 300 I.U",injection,SC,"SC 
Pharmacologic 
Category 
Gonadotropin; Ovulation Stimulator 
ATC: G03GA05 
Indications 
Biological medicines must be prescribed and dispensed by brand name.",self_injection,self_injection,needs_review,needs_review,false,,egypt_endocrine_formulary_2024.pdf,233,pending,Subcutaneous route requires clinical check for outpatient self-use
Follitropin Alfa,"Solution for injection in prefilled pen: 300 IU / 0.5 ml, 900 IU/ 1.5ml",injection,SC,"SC 
Pharmacologic 
Category 
Gonadotropin; Ovulation Stimulator 
ATC: G03GA05 
Indications 
Biological medicines must be prescribed and dispensed by brand name.",self_injection,self_injection,yes,exact_device_required,true,,egypt_endocrine_formulary_2024.pdf,233,pending,Emergency or daily patient self-administered auto-injector device
Desmopressin Acetate,Nasal Spray: 0.1 mg/ml,nasal_spray,"Subcutaneous, Intramuscular, Intravenous, Oral, Sublingual, Nasal","Subcutaneous, Intramuscular, Intravenous, Oral, Sublingual, Nasal 
Pharmacologic 
Category 
Antihemophilic Agent; Hemostatic Agent; Hormone, Posterior Pituitary; 
Vasopressin Analog, Synthetic. 
ATC: H01BA02.  
Indications",nasal,nasal_spray,yes,generic_technique,false,,egypt_endocrine_formulary_2024.pdf,255,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Granisetron,Transdermal Patch: 34.3 mg,transdermal_patch,"IV, Oral, Transdermal","IV, Oral, Transdermal. 
Pharmacologic 
Category 
Antiemetic; Selective 5-HT3 Receptor Antagonist. 
ATC: A04AA02. 
Indications 
Oral",transdermal,transdermal_patch,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,21,pending,"Transdermal patch skin preparation, adhesion, and rotation"
Ondansetron,Rectal Suppositories: 16 mg,suppository,"Oral, Parenteral, Rectal","Oral, Parenteral, Rectal 
Pharmacologic 
Category 
Antiemetic; Selective 5-HT3 Receptor Antagonist 
ATC: A04AA01 
Indications 
• Management and prevention of nausea and vomiting associated with",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,26,pending,"Suppository insertion, unwrapping, position, and retention"
Domperidone,Rectal suppository: 30 mg,suppository,"Oral, Rectal","Oral, Rectal 
Pharmacologic 
Category 
• Dopamine Antagonist; Gastrointestinal Agent, Prokinetic 
• ATC:  A03FA03 
Indications 
• Relief of the symptoms of nausea and vomiting.",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,36,pending,"Suppository insertion, unwrapping, position, and retention"
Metoclopramide,"Rectal Suppositories: 10 mg, 20 mg",suppository,"Oral, Rectal, Parenteral","Oral, Rectal, Parenteral 
Pharmacologic 
Category 
Antiemetic; Dopamine Antagonist; Gastrointestinal Agent, Prokinetic; 
Serotonin 5-HT4 Receptor Agonist. 
ATC: A03FA01 
Indications",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,39,pending,"Suppository insertion, unwrapping, position, and retention"
Hyoscine-N-butyl bromide/ Scopolamine butylbromide,Rectal Suppositories: 15 mg,suppository,"Oral, Parenteral, Rectal","Oral, Parenteral, Rectal 
Pharmacologic 
Category 
Anticholinergic Agent. 
ATC: A03BA03 
Indications 
Injection (adult only)",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,55,pending,"Suppository insertion, unwrapping, position, and retention"
Mesalazine (Mesalamine),Rectal Suppositories: 1 gm,suppository,"Oral, rectal","Oral, rectal 
Pharmacologic 
Category 
5-Aminosalicylic Acid Derivative 
ATC:  A07EC02 
Indications 
Oral",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,107,pending,"Suppository insertion, unwrapping, position, and retention"
